1,-30,0,0,0,0,0
2,-29,0,0,0,0,0
3,-28,0,0,0,0,0
4,-27,0,0,0,0,0
5,-26,0,0,0,0,0
6,-25,0,0,0,0,0
7,-24,0,0,0,0,0
8,-23,0,0,0,0,0
9,-22,0,0,1,0,0
10,-21,0,0,6,0,0
11,-20,0,0,13,0,0
12,-19,0,0,17,0,0
13,-18,0,0,19,0,0
14,-17,0,0,26,0,0
15,-16,0,0,39,0,0
16,-15,0,0,41,0,0
17,-14,0,0,35,0,0
18,-13,0,0,52,0,0
19,-12,0,0,37,0,0
20,-11,0,0,41,0,0
21,-10,0,1,43,0,0
22,-9,0,25,54,0,0
23,-8,0,23,90,0,0
24,-7,0,24,125,0,0
25,-6,0,27,169,0,0
26,-5,0,68,195,0,0
27,-4,0,91,278,0,0
28,-3,0,89,306,0,0
29,-2,0,165,454,0,0
30,-1,0,173,385,0,0
31,0,0,240,490,0,0
32,1,0,280,533,0,0
33,2,3,320,380,0,0
34,3,22,357,228,0,0
35,4,63,356,261,0,0
36,5,63,303,279,0,0
37,6,175,330,229,0,0
38,7,162,326,269,0,0
39,8,259,348,233,0,0
40,9,360,335,230,0,0
41,10,428,315,243,0,0
42,11,430,215,191,0,0
43,12,503,169,146,0,0
44,13,444,151,150,0,0
45,14,384,105,97,0,0
46,15,294,74,61,0,0
